STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,station_name,source_year,source_url
48845099999,2015-05-16,18.736725,105.670881,5.18,"VINH, VM",85.2,8,78.4,8,1006.2,8,5.5,8,12.4,8,3.4,8,5.8,999.9,93.2, ,81.0,*,0.0,I,999.9,10,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-17,18.736725,105.670881,5.18,"VINH, VM",88.8,8,77.5,8,1004.1,8,3.4,8,12.4,8,3.2,8,5.8,999.9,99.3,*,80.6, ,0.0,I,999.9,10,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-18,18.736725,105.670881,5.18,"VINH, VM",91.7,8,77.5,8,1003.3,8,2.6,8,12.4,8,3.9,7,5.8,999.9,99.9,*,84.6, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-19,18.736725,105.670881,5.18,"VINH, VM",92.1,8,77.4,8,1003.1,8,2.4,8,12.4,8,4.4,8,9.7,999.9,99.5,*,85.8,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-20,18.736725,105.670881,5.18,"VINH, VM",92.2,8,77.1,8,1003.6,8,2.9,8,12.4,8,4.1,8,7.8,999.9,99.5,*,84.9, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-21,18.736725,105.670881,5.18,"VINH, VM",90.7,8,77.7,8,1004.7,8,4.0,8,12.4,8,3.6,8,7.8,999.9,98.6,*,80.6,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-22,18.736725,105.670881,5.18,"VINH, VM",92.5,8,77.1,8,1003.7,8,3.0,8,12.4,8,3.6,8,7.8,999.9,99.0,*,85.3, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-23,18.736725,105.670881,5.18,"VINH, VM",91.3,8,78.4,8,1003.6,8,2.9,8,12.4,8,3.6,7,7.8,999.9,98.1,*,85.1, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-24,18.736725,105.670881,5.18,"VINH, VM",92.3,8,77.4,8,1003.9,8,3.2,8,12.4,8,3.9,8,7.8,999.9,99.0,*,85.5,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-25,18.736725,105.670881,5.18,"VINH, VM",93.1,8,78.6,8,1003.8,8,3.1,8,12.4,8,4.4,8,7.8,999.9,101.1,*,84.7, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-26,18.736725,105.670881,5.18,"VINH, VM",93.9,8,77.4,8,1003.9,8,3.2,8,12.4,8,4.1,8,5.8,999.9,102.2,*,85.6, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-27,18.736725,105.670881,5.18,"VINH, VM",93.2,8,77.8,8,1002.9,8,2.2,8,12.4,8,6.3,8,9.7,999.9,99.9,*,82.8, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-28,18.736725,105.670881,5.18,"VINH, VM",95.0,8,77.2,8,1001.9,8,1.2,8,12.4,8,5.6,8,9.7,999.9,102.9,*,86.0,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-29,18.736725,105.670881,5.18,"VINH, VM",95.4,8,78.1,8,1002.8,8,2.1,8,12.4,8,4.1,8,7.8,999.9,105.3, ,85.1, ,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-30,18.736725,105.670881,5.18,"VINH, VM",94.1,8,81.2,8,1003.9,8,3.2,8,12.4,8,2.4,8,3.9,999.9,102.9,*,85.6, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-05-31,18.736725,105.670881,5.18,"VINH, VM",92.7,8,79.0,8,1003.1,8,2.4,8,12.4,8,3.6,8,7.8,999.9,101.3,*,84.9,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-01,18.736725,105.670881,5.18,"VINH, VM",91.5,8,76.7,8,1003.1,8,2.4,8,12.4,8,3.2,8,5.8,999.9,100.8,*,85.5, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-02,18.736725,105.670881,5.18,"VINH, VM",90.0,8,75.9,8,1004.5,8,3.8,8,12.4,8,2.4,8,5.8,999.9,96.3,*,84.9,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-03,18.736725,105.670881,5.18,"VINH, VM",89.8,8,75.6,8,1006.2,8,5.5,8,12.4,8,3.2,8,5.8,999.9,97.7,*,83.1,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-04,18.736725,105.670881,5.18,"VINH, VM",89.6,8,75.6,8,1005.2,8,4.5,8,12.4,8,3.2,8,7.8,999.9,98.1,*,82.4, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-05,18.736725,105.670881,5.18,"VINH, VM",89.2,8,77.1,8,1004.9,8,4.2,8,12.4,8,4.1,8,7.8,999.9,99.0,*,82.8, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-06,18.736725,105.670881,5.18,"VINH, VM",88.2,8,80.0,8,1004.2,8,3.5,8,12.4,8,3.2,8,5.8,999.9,94.1,*,82.4, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-07,18.736725,105.670881,5.18,"VINH, VM",90.4,8,77.1,8,1004.3,8,3.6,8,12.4,8,3.6,8,9.7,999.9,99.0,*,83.7, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-08,18.736725,105.670881,5.18,"VINH, VM",91.3,8,75.7,8,1004.5,8,3.8,8,12.4,8,3.6,8,7.8,999.9,100.8,*,84.0, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-09,18.736725,105.670881,5.18,"VINH, VM",93.1,8,72.7,8,1003.5,8,2.9,8,12.4,8,4.4,8,11.7,999.9,102.0,*,84.2, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-10,18.736725,105.670881,5.18,"VINH, VM",93.4,8,74.5,8,1003.3,8,2.6,8,12.4,8,2.4,8,5.8,999.9,102.6,*,84.2, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-11,18.736725,105.670881,5.18,"VINH, VM",90.7,8,78.1,8,1005.5,8,4.8,8,12.4,8,2.9,8,5.8,999.9,102.0,*,84.6,*,0.0,G,999.9,10010,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-12,18.736725,105.670881,5.18,"VINH, VM",87.1,8,78.1,8,1006.5,8,5.8,8,12.4,8,2.4,8,5.8,999.9,93.9,*,82.2,*,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-13,18.736725,105.670881,5.18,"VINH, VM",89.3,8,76.5,8,1004.4,8,3.7,8,12.4,8,3.9,8,7.8,999.9,99.9,*,81.5, ,0.0,I,999.9,10,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-14,18.736725,105.670881,5.18,"VINH, VM",88.6,8,75.8,8,1004.7,8,4.0,8,12.4,8,2.5,7,7.8,999.9,100.2,*,80.4,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-15,18.736725,105.670881,5.18,"VINH, VM",86.7,8,76.8,8,1005.9,8,5.2,8,12.4,8,3.2,8,5.8,999.9,94.5,*,80.6, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-16,18.736725,105.670881,5.18,"VINH, VM",84.0,8,77.3,8,1005.4,8,4.7,8,12.4,8,2.4,8,5.8,999.9,94.1, ,78.8, ,0.26,G,999.9,10,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-17,18.736725,105.670881,5.18,"VINH, VM",88.5,8,76.4,8,1003.1,8,2.4,8,12.4,8,2.4,8,3.9,999.9,97.2,*,78.8, ,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-18,18.736725,105.670881,5.18,"VINH, VM",90.2,8,75.5,8,1002.8,8,2.1,8,12.4,8,2.4,8,5.8,999.9,99.5,*,82.0, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-19,18.736725,105.670881,5.18,"VINH, VM",89.1,8,77.1,8,1003.9,8,3.2,8,12.4,8,2.8,7,5.8,999.9,94.8,*,82.6, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-20,18.736725,105.670881,5.18,"VINH, VM",88.4,8,79.0,8,1003.8,8,3.1,8,12.4,8,2.8,7,5.8,999.9,96.3,*,82.4, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-21,18.736725,105.670881,5.18,"VINH, VM",82.3,5,76.0,5,1003.2,5,2.5,5,11.2,5,2.7,5,3.9,999.9,91.8,*,78.4,*,1.57,A,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-22,18.736725,105.670881,5.18,"VINH, VM",82.1,8,77.4,8,1000.1,8,999.4,8,7.8,8,3.2,8,3.9,999.9,89.1,*,76.1, ,1.61,F,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-23,18.736725,105.670881,5.18,"VINH, VM",82.0,8,76.8,8,997.9,8,997.2,8,6.4,8,3.4,8,7.8,999.9,86.7,*,77.9,*,0.26,G,999.9,10010,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-24,18.736725,105.670881,5.18,"VINH, VM",81.4,7,75.9,7,999.2,7,998.5,7,8.3,7,4.4,7,5.8,999.9,83.3,*,77.7, ,2.63,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-25,18.736725,105.670881,5.18,"VINH, VM",88.1,8,74.4,8,1001.1,8,0.4,8,12.4,8,3.9,7,7.8,999.9,94.8,*,81.3, ,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-26,18.736725,105.670881,5.18,"VINH, VM",92.9,4,73.1,4,1002.5,4,1.8,4,12.4,4,5.3,4,7.8,999.9,97.2,*,81.1, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-27,18.736725,105.670881,5.18,"VINH, VM",88.1,4,73.7,4,1005.9,4,5.2,4,12.4,4,3.4,4,9.7,999.9,97.2,*,85.5,*,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-28,18.736725,105.670881,5.18,"VINH, VM",92.0,8,74.8,8,1006.6,8,5.9,8,12.4,8,4.4,8,9.7,999.9,100.2,*,84.9, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-29,18.736725,105.670881,5.18,"VINH, VM",93.1,8,73.6,8,1005.2,8,4.5,8,12.4,8,5.3,7,7.8,999.9,99.3,*,84.2, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-06-30,18.736725,105.670881,5.18,"VINH, VM",94.2,8,72.6,8,1003.4,8,2.7,8,12.4,8,5.6,8,9.7,999.9,100.4,*,86.0, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-01,18.736725,105.670881,5.18,"VINH, VM",94.8,8,71.3,8,1001.6,8,0.9,8,12.4,8,5.6,8,11.7,999.9,102.0,*,89.2, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-02,18.736725,105.670881,5.18,"VINH, VM",96.2,8,70.7,8,1000.3,8,999.6,8,12.4,8,4.9,8,9.7,999.9,101.7,*,88.7, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-03,18.736725,105.670881,5.18,"VINH, VM",95.3,7,71.5,7,999.1,7,998.4,7,12.4,7,5.5,7,9.7,999.9,103.1,*,89.1, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-04,18.736725,105.670881,5.18,"VINH, VM",90.6,8,74.7,8,1000.2,8,999.5,8,10.1,8,3.9,8,5.8,999.9,104.0, ,80.4,*,0.06,G,999.9,10010,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-05,18.736725,105.670881,5.18,"VINH, VM",82.9,8,76.3,8,1003.5,8,2.8,8,10.1,8,3.6,8,5.8,999.9,87.8,*,77.4,*,0.0,G,999.9,10010,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-06,18.736725,105.670881,5.18,"VINH, VM",83.3,7,74.8,7,1003.4,7,2.7,7,12.4,7,2.2,7,3.9,999.9,88.2,*,77.0, ,1.05,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-07,18.736725,105.670881,5.18,"VINH, VM",81.2,8,74.8,8,1003.7,8,3.0,8,12.4,8,2.2,7,3.9,999.9,84.0,*,78.3,*,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-08,18.736725,105.670881,5.18,"VINH, VM",85.1,8,73.4,8,1003.1,8,2.4,8,12.4,8,1.5,8,1.9,999.9,92.1,*,78.1, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-09,18.736725,105.670881,5.18,"VINH, VM",84.6,7,72.6,7,1002.3,7,1.6,7,12.4,7,2.5,7,5.8,999.9,91.8, ,77.2, ,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-10,18.736725,105.670881,5.18,"VINH, VM",86.1,8,74.4,8,1002.6,8,1.9,8,10.1,8,3.6,8,7.8,999.9,92.3,*,78.6, ,0.28,A,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-11,18.736725,105.670881,5.18,"VINH, VM",84.0,8,75.1,8,1002.5,8,1.8,8,12.4,8,2.9,8,5.8,999.9,88.7,*,79.9, ,0.28,E,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-12,18.736725,105.670881,5.18,"VINH, VM",86.6,8,76.7,8,1001.5,8,0.9,8,12.4,8,2.9,8,3.9,999.9,92.3,*,80.1, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-13,18.736725,105.670881,5.18,"VINH, VM",87.8,8,77.7,8,1001.3,8,0.6,8,12.4,8,2.2,8,5.8,999.9,94.8,*,81.5, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-14,18.736725,105.670881,5.18,"VINH, VM",87.6,8,79.3,8,1000.6,8,999.9,8,12.4,8,2.7,8,3.9,999.9,94.1,*,81.5, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-15,18.736725,105.670881,5.18,"VINH, VM",90.3,8,74.5,8,999.9,8,999.2,8,12.4,8,5.3,8,9.7,999.9,97.5,*,82.8, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-16,18.736725,105.670881,5.18,"VINH, VM",86.6,8,75.0,8,1001.0,8,0.3,8,10.9,8,4.6,8,7.8,999.9,95.4, ,81.1,*,0.0,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-17,18.736725,105.670881,5.18,"VINH, VM",86.3,8,74.5,8,1002.3,8,1.6,8,10.9,8,4.1,8,7.8,999.9,93.2, ,80.6, ,0.05,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-18,18.736725,105.670881,5.18,"VINH, VM",86.8,8,73.5,8,1001.9,8,1.2,8,12.4,8,3.9,7,5.8,999.9,90.5, ,82.9, ,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-19,18.736725,105.670881,5.18,"VINH, VM",80.6,8,77.2,8,1002.5,8,1.8,8,7.3,8,3.1,5,3.9,999.9,85.1,*,78.8,*,0.76,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-20,18.736725,105.670881,5.18,"VINH, VM",81.4,8,76.1,8,1004.1,8,3.4,8,12.4,8,2.2,8,3.9,999.9,84.6,*,78.8, ,0.01,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-21,18.736725,105.670881,5.18,"VINH, VM",86.4,8,74.0,8,1006.4,8,5.8,8,12.4,8,2.9,8,3.9,999.9,90.9,*,78.8, ,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-22,18.736725,105.670881,5.18,"VINH, VM",87.5,8,72.2,8,1005.9,8,5.2,8,12.4,8,4.4,8,7.8,999.9,90.3,*,82.4, ,0.0,I,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-23,18.736725,105.670881,5.18,"VINH, VM",88.4,8,69.0,8,1005.7,8,5.0,8,11.7,8,7.0,8,9.7,999.9,91.2,*,84.7, ,0.0,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-24,18.736725,105.670881,5.18,"VINH, VM",84.6,8,70.2,8,1005.6,8,4.9,8,12.4,8,6.3,8,9.7,999.9,87.3, ,83.3,*,0.0,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-25,18.736725,105.670881,5.18,"VINH, VM",84.3,8,71.6,8,1004.5,8,3.8,8,11.7,8,3.9,8,5.8,999.9,89.1,*,81.0,*,0.0,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-26,18.736725,105.670881,5.18,"VINH, VM",83.2,8,74.3,8,1006.1,8,5.4,8,10.1,8,4.1,8,7.8,999.9,89.1,*,76.8,*,0.0,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-27,18.736725,105.670881,5.18,"VINH, VM",80.6,8,73.2,8,1007.0,8,6.3,8,11.7,8,3.4,8,5.8,999.9,83.1,*,75.9, ,0.24,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-28,18.736725,105.670881,5.18,"VINH, VM",77.5,8,74.7,8,1007.9,8,7.2,8,7.3,8,2.9,8,3.9,999.9,78.6,*,76.8,*,0.39,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-29,18.736725,105.670881,5.18,"VINH, VM",77.5,8,74.2,8,1008.1,8,7.4,8,7.0,8,1.9,7,3.9,999.9,81.0,*,75.0,*,0.14,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-30,18.736725,105.670881,5.18,"VINH, VM",80.3,8,73.5,8,1007.4,8,6.7,8,7.8,8,2.4,8,3.9,999.9,86.7,*,75.0, ,0.1,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-07-31,18.736725,105.670881,5.18,"VINH, VM",77.3,8,74.0,8,1007.4,8,6.8,8,6.2,8,3.4,8,5.8,999.9,78.6,*,75.9,*,0.45,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-08-01,18.736725,105.670881,5.18,"VINH, VM",78.5,8,75.4,8,1006.9,8,6.1,8,9.3,8,1.9,7,5.8,999.9,81.3,*,75.6, ,0.19,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-08-02,18.736725,105.670881,5.18,"VINH, VM",80.2,8,76.4,8,1008.0,8,7.3,8,9.3,8,1.1,7,1.9,999.9,85.1,*,76.6, ,0.04,G,999.9,10000,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-08-03,18.736725,105.670881,5.18,"VINH, VM",79.6,8,75.7,8,1008.2,8,7.5,8,11.7,8,1.2,8,3.9,999.9,83.7,*,76.5,*,0.04,G,999.9,0,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
48845099999,2015-08-04,18.736725,105.670881,5.18,"VINH, VM",80.5,8,75.8,8,1006.4,8,5.7,8,10.1,8,1.9,8,3.9,999.9,86.4,*,76.1, ,0.0,G,999.9,10,VINH (Đại diện Bắc Trung Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48845099999.csv
